Entry,YEAR,COMPLEX,MEADOW,DATE,WATCH,OBSERVER,PLOT,STATUS,SPP_CODE,SPP_NAME,NO_STALK,NO_FLW,TOT_FLW,OLD_TOT_FLW
2194,2011,Carpenter,CPS,8/2/2011,3,Tiffany,9,FLW,COMAUMBE,Comandra umbellata,6,8,48,10
1298,2011,Cone,CNT,8/12/2011,4,Andy,8,FLW,COMAUMBE,Comandra umbellata,18,3,54,54
269,2012,Bunchgrass,BH,7/12/2014,2,Brian/Andy,4,FLW,COMAUMBE,Comandra umbellata,11,5,55,56
156,2011,Bunchgrass,BH,7/20/2011,1,"Tim, Andy",2,FLW,COMAUMBE,Comandra umbellata,7,8.2,57.4,57.4
1684,2012,Carpenter,CPS,7/12/2014,2,Linnet,4,FLW,COMAUMBE,Comandra umbellata,12,6.1,73.2,5
64,2012,Bunchgrass,BD,7/12/2014,2,Brian/Andy,8,FLW,COMAUMBE,Comandra umbellata,7,11,77,1
2159,2011,Carpenter,CPS,7/21/2011,2,Sam + Moldenke,9,FLW,COMAUMBE,Comandra umbellata,29,3.3,95.7,1
1258,2011,Cone,CNT,8/5/2011,3,Alina,8,FLW,COMAUMBE,Comandra umbellata,26,15,390,390
1706,2012,Carpenter,CPS,7/12/2014,2,Linnet,9,FLW,COMAUMBE,Comandra umbellata,61,7.1,433.1,1
2536,2011,Lookout,LM,8/4/2011,3,Alina,10,FLW,CONVNYCT,Convolvulus nyctagineus,1,1,1,8
513,2011,Cone,CNE,7/28/2011,2,Tiffany,1,FLW,DELPNUTT,Delphinium nuttallianum,1,1,1,1
517,2011,Cone,CNE,7/28/2011,2,Tiffany,2,FLW,DELPNUTT,Delphinium nuttallianum,1,1,1,1
1620,2011,Carpenter,CPM,7/13/2011,1,"Andy, Sam",1,FLW,DELPNUTT,Delphinium nuttallianum,1,1,1,1
1671,2011,Carpenter,CPM,7/22/2011,2,Vera,9,FLW,DELPNUTT,Delphinium nuttallianum,1,1,1,1
1754,2011,Carpenter,CPM,8/9/2011,4,Alina,1,FLW,DELPNUTT,Delphinium nuttallianum,1,1,1,1
1772,2011,Carpenter,CPM,8/9/2011,4,Andy,4,FLW,DELPNUTT,Delphinium nuttallianum,1,1,1,1
1812,2011,Carpenter,CPM,8/9/2011,4,Andy,8,FLW,DELPNUTT,Delphinium nuttallianum,1,1,1,1
1835,2011,Carpenter,CPM,8/18/2011,5,Vera,2,FLW,DELPNUTT,Delphinium nuttallianum,1,1,1,1
1996,2011,Carpenter,CPR,8/2/2011,3,Tiffany,4,FLW,DELPNUTT,Delphinium nuttallianum,1,1,1,1
2297,2011,Lookout,LM,7/19/2011,1,Tiffany,7,FLW,DELPNUTT,Delphinium nuttallianum,1,1,1,10
523,2012,Cone,CNE,7/10/2014,1,Mark,2,FLW,DELPNUTT,Delphinium nuttallianum,1,1,1,4
801,2012,Cone,CNM,7/24/2014,2,Andy,8,FLW,DELPNUTT,Delphinium nuttallianum,1,1,1,90
1104,2012,Carpenter,CPB,7/12/2014,2,Vera,4,FLW,DELPNUTT,Delphinium nuttallianum,1,1,1,3.9
1408,2012,Carpenter,CPM,7/31/2014,3,Andy,5,FLW,DELPNUTT,Delphinium nuttallianum,1,1,1,7
2123,2012,Lookout,LO,7/22/2014,2,Vera,6,FLW,DELPNUTT,Delphinium nuttallianum,1,1,1,3
2767,2012,Frissel,M2,8/2/2014,3,Andy,9,FLW,DELPNUTT,Delphinium nuttallianum,1,1,1,32.5
3,2013,Carpenter,CPB,6/28/2013,1,Fabian,1,FLW,DELPNUTT,Delphinium nuttallianum,1,1,1,1
99,2013,Carpenter,CPB,7/16/2013,3,Scott,9,FLW,DELPNUTT,Delphinium nuttallianum,1,1,1,15
414,2013,Carpenter,CPM,7/16/2013,3,Scott,6,FLW,DELPNUTT,Delphinium nuttallianum,1,1,1,18
611,2013,Carpenter,CPR,7/1/2013,1,Kyra,4,FLW,DELPNUTT,Delphinium nuttallianum,1,1,1,12
649,2013,Carpenter,CPR,7/8/2013,2,Noelle,3,FLW,DELPNUTT,Delphinium nuttallianum,1,1,1,31
661,2013,Carpenter,CPR,7/8/2013,2,Kyra,6,FLW,DELPNUTT,Delphinium nuttallianum,1,1,1,30
980,2013,Lookout,LM,7/3/2013,1,Fabian,1,FLW,DELPNUTT,Delphinium nuttallianum,1,1,1,5
998,2013,Lookout,LM,7/3/2013,1,ALR,4,FLW,DELPNUTT,Delphinium nuttallianum,1,1,1,1
1001,2013,Lookout,LM,7/3/2013,1,ALR,5,FLW,DELPNUTT,Delphinium nuttallianum,1,1,1,1
1215,2013,Lookout,LM,7/15/2013,3,Scott,10,FLW,DELPNUTT,Delphinium nuttallianum,1,1,1,152
1435,2013,Lookout,LO,7/10/2013,2,Scott,6,FLW,DELPNUTT,Delphinium nuttallianum,1,1,1,27.5
1501,2013,Lookout,LO,7/15/2013,3,Fabian,6,FLW,DELPNUTT,Delphinium nuttallianum,1,1,1,26
1964,2013,Frissel,M2,7/3/2013,1,Kyra,1,FLW,DELPNUTT,Delphinium nuttallianum,1,1,1,2
2246,2013,Frissel,M2,7/23/2013,4,Scott,7,FLW,DELPNUTT,Delphinium nuttallianum,1,1,1,15
717,2014,Carpenter,CPB,7/4/2014,1,IP,9,FLW,DELPNUTT,Delphinium nuttallianum,1,1,1,9
729,2014,Carpenter,CPM,7/10/2014,2,IP,6,FLW,DELPNUTT,Delphinium nuttallianum,1,1,1,14
741,2014,Carpenter,CPR,7/10/2014,2,JL,7,FLW,DELPNUTT,Delphinium nuttallianum,1,1,1,9
763,2014,Frissel,M2,7/26/2014,3,DY,2,FLW,DELPNUTT,Delphinium nuttallianum,1,1,1,225
277,2011,Bunchgrass,BH,8/2/2011,3,"Tim, Andy",7,FLW,DELPNUTT,Delphinium nuttallianum,1,2,2,2
288,2011,Bunchgrass,BH,8/2/2011,3,"Tim, Andy",8,FLW,DELPNUTT,Delphinium nuttallianum,1,2,2,2
445,2011,Cone,CNE,7/15/2011,0.5,"Sam (3, 5), Alina (1 2, 4), Vera (6-10)",4,FLW,DELPNUTT,Delphinium nuttallianum,2,1,2,2
563,2011,Cone,CNE,8/5/2011,3,Alina,1,FLW,DELPNUTT,Delphinium nuttallianum,1,2,2,2
953,2011,Cone,CNM,8/5/2011,3,Andy,5,FLW,DELPNUTT,Delphinium nuttallianum,2,1,2,2
961,2011,Cone,CNM,8/5/2011,3,Tim,6,FLW,DELPNUTT,Delphinium nuttallianum,2,1,2,2
1183,2011,Cone,CNT,7/28/2011,2,Alina,2,FLW,DELPNUTT,Delphinium nuttallianum,1,2,2,2
1353,2011,Carpenter,CPB,7/13/2011,1,Alina,1,FLW,DELPNUTT,Delphinium nuttallianum,2,1,2,2
1357,2011,Carpenter,CPB,7/13/2011,1,Tiffany,2,FLW,DELPNUTT,Delphinium nuttallianum,2,1,2,2
1366,2011,Carpenter,CPB,7/13/2011,1,Tiffany,5,FLW,DELPNUTT,Delphinium nuttallianum,2,1,2,2
1666,2011,Carpenter,CPM,7/22/2011,2,Vera,7,FLW,DELPNUTT,Delphinium nuttallianum,2,1,2,2
1737,2011,Carpenter,CPM,8/2/2011,3,Vera,8,FLW,DELPNUTT,Delphinium nuttallianum,1,2,2,2
1927,2011,Carpenter,CPR,7/13/2011,1,"Moldenke (3, 5, 7, 10)",8,FLW,DELPNUTT,Delphinium nuttallianum,2,1,2,2
1988,2011,Carpenter,CPR,8/2/2011,3,Tiffany,2,FLW,DELPNUTT,Delphinium nuttallianum,2,1,2,2
2014,2011,Carpenter,CPR,8/2/2011,3,Tiffany,8,FLW,DELPNUTT,Delphinium nuttallianum,2,1,2,27
2439,2011,Lookout,LM,8/4/2011,3,Vera,2,FLW,DELPNUTT,Delphinium nuttallianum,1,2,2,102
2495,2011,Lookout,LM,8/4/2011,3,Alina,7,FLW,DELPNUTT,Delphinium nuttallianum,1,2,2,205.66
3456,2011,Frissel,RP1,7/26/2011,2,Vera,2,FLW,DELPNUTT,Delphinium nuttallianum,1,2,2,6
566,2012,Cone,CNE,7/24/2014,2,Vera,2,FLW,DELPNUTT,Delphinium nuttallianum,1,2,2,6.9
568,2012,Cone,CNE,7/24/2014,2,Vera,3,FLW,DELPNUTT,Delphinium nuttallianum,1,2,2,69
1468,2012,Carpenter,CPM,8/8/2014,4,Mark,7,FLW,DELPNUTT,Delphinium nuttallianum,1,2,2,3
2287,2012,Lookout,LS,7/10/2014,1,Vera,7,FLW,DELPNUTT,Delphinium nuttallianum,1,2,2,3
2619,2012,Frissel,M2,7/17/2014,2,Andy,6,FLW,DELPNUTT,Delphinium nuttallianum,1,2,2,16.2
2699,2012,Frissel,M2,8/2/2014,3,Andy,2,FLW,DELPNUTT,Delphinium nuttallianum,2,1,2,3
2710,2012,Frissel,M2,8/2/2014,3,Andy,3,FLW,DELPNUTT,Delphinium nuttallianum,1,2,2,44.4
2810,2012,Frissel,M2,8/9/2014,4,Andy,4,FLW,DELPNUTT,Delphinium nuttallianum,1,2,2,18.4
42,2013,Carpenter,CPB,7/8/2013,2,Kyra,3,FLW,DELPNUTT,Delphinium nuttallianum,2,1,2,1390
390,2013,Carpenter,CPM,7/16/2013,3,Kyra,1,FLW,DELPNUTT,Delphinium nuttallianum,1,2,2,119
1034,2013,Lookout,LM,7/3/2013,1,Scott,9,FLW,DELPNUTT,Delphinium nuttallianum,1,2,2,19
1044,2013,Lookout,LM,7/3/2013,1,Vera,10,FLW,DELPNUTT,Delphinium nuttallianum,1,2,2,1
1108,2013,Lookout,LM,7/9/2013,2,Scott,7,FLW,DELPNUTT,Delphinium nuttallianum,2,1,2,5
1129,2013,Lookout,LM,7/9/2013,2,Scott,9,FLW,DELPNUTT,Delphinium nuttallianum,1,2,2,7
710,2014,Carpenter,CPB,7/4/2014,1,DY,2,FLW,DELPNUTT,Delphinium nuttallianum,2,1,2,50
719,2014,Carpenter,CPB,7/10/2014,2,DY,10,FLW,DELPNUTT,Delphinium nuttallianum,2,1,2,72
721,2014,Carpenter,CPM,7/10/2014,2,RD,1,FLW,DELPNUTT,Delphinium nuttallianum,1,2,2,39.6
738,2014,Carpenter,CPR,7/4/2014,1,IP,2,FLW,DELPNUTT,Delphinium nuttallianum,2,1,2,2
745,2014,Lookout,LM,7/11/2014,2,KH,2,FLW,DELPNUTT,Delphinium nuttallianum,2,1,2,173.6
764,2014,Frissel,NE,7/8/2014,1,IP,2,FLW,DELPNUTT,Delphinium nuttallianum,2,1,2,11
1521,2011,Carpenter,CPB,8/9/2011,4,Vera,6,FLW,DELPNUTT,Delphinium nuttallianum,1,2.5,2.5,2.5
452,2011,Cone,CNE,7/15/2011,0.5,"Sam (3, 5), Alina (1 2, 4), Vera (6-10)",5,FLW,DELPNUTT,Delphinium nuttallianum,3,1,3,3
577,2011,Cone,CNE,8/5/2011,3,Tiffany,3,FLW,DELPNUTT,Delphinium nuttallianum,3,1,3,3
922,2011,Cone,CNM,8/5/2011,3,Andy,1,FLW,DELPNUTT,Delphinium nuttallianum,3,1,3,3
1626,2011,Carpenter,CPM,7/13/2011,1,"Andy, Sam",4,FLW,DELPNUTT,Delphinium nuttallianum,3,1,3,3
1865,2011,Carpenter,CPM,8/18/2011,5,Vera,7,FLW,DELPNUTT,Delphinium nuttallianum,2,1.5,3,3
2031,2011,Carpenter,CPR,8/9/2011,4,Vera,6,FLW,DELPNUTT,Delphinium nuttallianum,2,1.5,3,153
2035,2011,Carpenter,CPR,8/9/2011,4,Vera,7,FLW,DELPNUTT,Delphinium nuttallianum,2,1.5,3,3
2333,2011,Lookout,LM,7/27/2011,2,Alina,2,FLW,DELPNUTT,Delphinium nuttallianum,3,1,3,30
3398,2011,Frissel,RP1,7/14/2011,1,"1-5 Tim, 6-10 Vera",1,FLW,DELPNUTT,Delphinium nuttallianum,2,1.5,3,36
918,2012,Cone,CNT,7/10/2014,1,Carolyn,3,FLW,DELPNUTT,Delphinium nuttallianum,3,1,3,105
936,2012,Cone,CNT,7/11/2014,1,Vera,7,FLW,DELPNUTT,Delphinium nuttallianum,1,3,3,850
1000,2012,Cone,CNT,8/3/2014,3,Vera,2,FLW,DELPNUTT,Delphinium nuttallianum,1,3,3,36
1290,2012,Carpenter,CPM,7/2/2014,1,Jeremiah,4,FLW,DELPNUTT,Delphinium nuttallianum,2,1.5,3,19.8
1552,2012,Carpenter,CPR,7/2/2014,1,Vera,4,FLW,DELPNUTT,Delphinium nuttallianum,3,1,3,27
1900,2012,Lookout,LM,7/25/2014,2,Mark,5,FLW,DELPNUTT,Delphinium nuttallianum,1,3,3,52
1200,2013,Lookout,LM,7/15/2013,3,Kyra,8,FLW,DELPNUTT,Delphinium nuttallianum,3,1,3,4
711,2014,Carpenter,CPB,7/4/2014,1,DY,4,FLW,DELPNUTT,Delphinium nuttallianum,1,3,3,26
726,2014,Carpenter,CPM,7/10/2014,2,LKB,4,FLW,DELPNUTT,Delphinium nuttallianum,2,1.5,3,6
748,2014,Lookout,LM,7/11/2014,2,IP,8,FLW,DELPNUTT,Delphinium nuttallianum,3,1,3,240
759,2014,Frissel,M2,7/17/2014,2,RM,3,FLW,DELPNUTT,Delphinium nuttallianum,2,1.5,3,362.5
760,2014,Frissel,M2,7/17/2014,2,KH,6,FLW,DELPNUTT,Delphinium nuttallianum,2,1.5,3,81
765,2014,Frissel,NE,7/8/2014,1,AM,3,FLW,DELPNUTT,Delphinium nuttallianum,1,3,3,564.2
1582,2012,Carpenter,CPR,7/12/2014,2,Carolyn,4,FLW,DELPNUTT,Delphinium nuttallianum,3,1.3,3.9,122.4
486,2011,Cone,CNE,7/22/2011,1,Alina,4,FLW,DELPNUTT,Delphinium nuttallianum,2,2,4,4
1974,2011,Carpenter,CPR,7/26/2011,2,Alina,8,FLW,DELPNUTT,Delphinium nuttallianum,4,1,4,4
2261,2011,Lookout,LM,7/19/2011,1,Tim,1,FLW,DELPNUTT,Delphinium nuttallianum,4,1,4,3
2381,2011,Lookout,LM,7/27/2011,2,Alina,7,FLW,DELPNUTT,Delphinium nuttallianum,1,4,4,28
2429,2011,Lookout,LM,8/4/2011,3,Vera,1,FLW,DELPNUTT,Delphinium nuttallianum,2,2,4,7
3080,2011,Frissel,M2,7/26/2011,2,"Andy, Tim",6,FLW,DELPNUTT,Delphinium nuttallianum,2,2,4,120
623,2012,Cone,CNE,8/3/2014,3,Vera,9,FLW,DELPNUTT,Delphinium nuttallianum,4,1,4,18.5
1293,2012,Carpenter,CPM,7/2/2014,1,Jeremiah,5,FLW,DELPNUTT,Delphinium nuttallianum,4,1,4,15
1384,2012,Carpenter,CPM,7/31/2014,3,Vera,2,FLW,DELPNUTT,Delphinium nuttallianum,4,1,4,190
2189,2013,Frissel,M2,7/17/2013,3,Scott,8,FLW,DELPNUTT,Delphinium nuttallianum,2,2,4,12.5
2196,2013,Frissel,M2,7/17/2013,3,Scott,9,FLW,DELPNUTT,Delphinium nuttallianum,2,2,4,18
715,2014,Carpenter,CPB,7/10/2014,2,RD,7,FLW,DELPNUTT,Delphinium nuttallianum,2,2,4,20
291,2012,Bunchgrass,BH,7/12/2014,2,Brian/Andy,8,FLW,DELPNUTT,Delphinium nuttallianum,4,1.2,4.8,1
1905,2011,Carpenter,CPR,7/13/2011,1,"Moldenke (3, 5, 7, 10)",1,FLW,DELPNUTT,Delphinium nuttallianum,2,2.5,5,5
1992,2011,Carpenter,CPR,8/2/2011,3,Tiffany,3,FLW,DELPNUTT,Delphinium nuttallianum,5,1,5,5
2433,2013,Frissel,NE,7/11/2013,2,Kyra,7,FLW,DELPNUTT,Delphinium nuttallianum,5,1,5,1
723,2014,Carpenter,CPM,7/10/2014,2,KH,2,FLW,DELPNUTT,Delphinium nuttallianum,3,1.67,5.01,8
789,2012,Cone,CNM,7/24/2014,2,Andy,6,FLW,DELPNUTT,Delphinium nuttallianum,3,1.7,5.1,260
530,2012,Cone,CNE,7/10/2014,1,Mark,4,FLW,DELPNUTT,Delphinium nuttallianum,4,1.3,5.2,15
747,2012,Cone,CNM,7/24/2014,2,Andy,1,FLW,DELPNUTT,Delphinium nuttallianum,4,1.3,5.2,17
2722,2012,Frissel,M2,8/2/2014,3,Andy,4,FLW,DELPNUTT,Delphinium nuttallianum,4,1.3,5.2,24.2
477,2011,Cone,CNE,7/22/2011,1,Alina,3,FLW,DELPNUTT,Delphinium nuttallianum,5,1.2,6,6
1933,2011,Carpenter,CPR,7/26/2011,2,Alina,1,FLW,DELPNUTT,Delphinium nuttallianum,3,2,6,6
3091,2011,Frissel,M2,7/26/2011,2,"Andy, Tim",7,FLW,DELPNUTT,Delphinium nuttallianum,2,3,6,14
1087,2012,Carpenter,CPB,7/7/2014,1,Vera,10,FLW,DELPNUTT,Delphinium nuttallianum,6,1,6,505
1287,2012,Carpenter,CPM,7/2/2014,1,Jeremiah,2,FLW,DELPNUTT,Delphinium nuttallianum,5,1.2,6,3
2506,2012,Frissel,M2,7/11/2014,1,Vera,2,FLW,DELPNUTT,Delphinium nuttallianum,1,6,6,320
255,2013,Carpenter,CPM,7/3/2013,1,ALR,5,FLW,DELPNUTT,Delphinium nuttallianum,1,6,6,10
1081,2013,Lookout,LM,7/9/2013,2,Noelle,5,FLW,DELPNUTT,Delphinium nuttallianum,6,1,6,3
766,2014,Frissel,NE,7/8/2014,1,IP,9,FLW,DELPNUTT,Delphinium nuttallianum,3,2,6,5
223,2011,Bunchgrass,BH,7/28/2011,2,"Andy, Tim",6,FLW,DELPNUTT,Delphinium nuttallianum,5,1.3,6.5,6.5
660,2011,Cone,CNE,8/12/2011,4,Vera,9,FLW,DELPNUTT,Delphinium nuttallianum,4,1.7,6.8,6.8
3171,2011,Frissel,M2,8/3/2011,3,Andy,4,FLW,DELPNUTT,Delphinium nuttallianum,4,1.75,7,40
580,2012,Cone,CNE,7/24/2014,2,Vera,8,FLW,DELPNUTT,Delphinium nuttallianum,1,7,7,8
39,2013,Carpenter,CPB,7/8/2013,2,Kyra,2,FLW,DELPNUTT,Delphinium nuttallianum,7,1,7,2576
718,2014,Carpenter,CPB,7/4/2014,1,IP,10,FLW,DELPNUTT,Delphinium nuttallianum,6,1.166666667,7.000000002,83.2
1648,2011,Carpenter,CPM,7/22/2011,2,Vera,2,FLW,DELPNUTT,Delphinium nuttallianum,6,1.2,7.2,7.2
754,2012,Cone,CNM,7/24/2014,2,Andy,2,FLW,DELPNUTT,Delphinium nuttallianum,6,1.2,7.2,1040
1742,2011,Carpenter,CPM,8/2/2011,3,Vera,9,FLW,DELPNUTT,Delphinium nuttallianum,3,2.6,7.8,7.8
733,2014,Carpenter,CPM,7/2/2014,1,AM,8,FLW,DELPNUTT,Delphinium nuttallianum,7,1.14,7.98,NA
582,2011,Cone,CNE,8/5/2011,3,Tiffany,4,FLW,DELPNUTT,Delphinium nuttallianum,8,1,8,8
1682,2011,Carpenter,CPM,8/2/2011,3,Alina,1,FLW,DELPNUTT,Delphinium nuttallianum,4,2,8,8
2537,2011,Lookout,LM,8/4/2011,3,Alina,10,FLW,DELPNUTT,Delphinium nuttallianum,5,1.6,8,75
1070,2012,Carpenter,CPB,7/7/2014,1,Vera,3,FLW,DELPNUTT,Delphinium nuttallianum,8,1,8,100
734,2014,Carpenter,CPM,7/10/2014,2,JL,8,FLW,DELPNUTT,Delphinium nuttallianum,7,1.142857143,8.000000001,1
713,2014,Carpenter,CPB,7/10/2014,2,DY,5,FLW,DELPNUTT,Delphinium nuttallianum,7,1.2,8.4,9
1098,2011,Cone,CNT,7/15/2011,0.5,"Andy, Tim, Alina",3,FLW,DELPNUTT,Delphinium nuttallianum,2,4.5,9,9
1213,2011,Cone,CNT,7/28/2011,2,Tiffany,8,FLW,DELPNUTT,Delphinium nuttallianum,3,3,9,9
1790,2011,Carpenter,CPM,8/9/2011,4,Alina,6,FLW,DELPNUTT,Delphinium nuttallianum,6,1.5,9,9
1819,2011,Carpenter,CPM,8/9/2011,4,Andy,9,FLW,DELPNUTT,Delphinium nuttallianum,3,3,9,9
923,2012,Cone,CNT,7/10/2014,1,Carolyn,4,FLW,DELPNUTT,Delphinium nuttallianum,3,3,9,2
1299,2012,Carpenter,CPM,7/2/2014,1,Carolyn,8,FLW,DELPNUTT,Delphinium nuttallianum,3,3,9,NA
1578,2012,Carpenter,CPR,7/12/2014,2,Linnet,3,FLW,DELPNUTT,Delphinium nuttallianum,9,1,9,95
2634,2012,Frissel,M2,7/17/2014,2,Andy,7,FLW,DELPNUTT,Delphinium nuttallianum,1,9,9,27
2759,2012,Frissel,M2,8/2/2014,3,Andy,8,FLW,DELPNUTT,Delphinium nuttallianum,2,4.5,9,66.6
737,2014,Carpenter,CPM,7/10/2014,2,RM,10,FLW,DELPNUTT,Delphinium nuttallianum,6,1.5,9,9
750,2014,Lookout ,LM,7/1/2014,1,IP,10,FLW,DELPNUTT,Delphinium nuttallianum,6,1.5,9,128
2483,2011,Lookout,LM,8/4/2011,3,Tim,6,FLW,DELPNUTT,Delphinium nuttallianum,5,2,10,145
3281,2011,Frissel,M2,8/17/2011,4,Vera,6,FLW,DELPNUTT,Delphinium nuttallianum,5,2,10,98
1757,2012,Lookout,LM,7/9/2014,1,Jeremiah,1,FLW,DELPNUTT,Delphinium nuttallianum,4,2.5,10,8
1831,2012,Lookout,LM,7/9/2014,1,Carolyn,9,FLW,DELPNUTT,Delphinium nuttallianum,4,2.5,10,7
1360,2013,Lookout,LO,7/2/2013,1,Noelle,6,FLW,DELPNUTT,Delphinium nuttallianum,10,1,10,2
724,2014,Carpenter,CPM,7/2/2014,1,KH,3,FLW,DELPNUTT,Delphinium nuttallianum,5,2,10,3
245,2011,Bunchgrass,BH,7/28/2011,2,"Andy, Tim",9,FLW,DELPNUTT,Delphinium nuttallianum,6,1.8,10.8,10.8
1571,2012,Carpenter,CPR,7/12/2014,2,Linnet,2,FLW,DELPNUTT,Delphinium nuttallianum,10,1.1,11,87.6
344,2013,Carpenter,CPM,7/8/2013,2,Noelle,5,FLW,DELPNUTT,Delphinium nuttallianum,11,1,11,70
540,2012,Cone,CNE,7/10/2014,1,Mark,6,FLW,DELPNUTT,Delphinium nuttallianum,3,3.7,11.1,175
2001,2011,Carpenter,CPR,8/2/2011,3,VWP,6,FLW,DELPNUTT,Delphinium nuttallianum,8,1.4,11.2,11.2
1296,2012,Carpenter,CPM,7/2/2014,1,Carolyn,6,FLW,DELPNUTT,Delphinium nuttallianum,6,2,12,1050
2152,2013,Frissel,M2,7/17/2013,3,Kyra,4,FLW,DELPNUTT,Delphinium nuttallianum,12,1,12,120
739,2014,Carpenter,CPR,7/4/2014,1,IP,6,FLW,DELPNUTT,Delphinium nuttallianum,10,1.2,12,1
1860,2012,Lookout,LM,7/25/2014,2,Mark,1,FLW,DELPNUTT,Delphinium nuttallianum,5,2.5,12.5,16
2062,2012,Lookout,LO,7/8/2014,1,Vera,5,FLW,DELPNUTT,Delphinium nuttallianum,3,4.2,12.6,3
1791,2012,Lookout,LM,7/9/2014,1,Jeremiah,5,FLW,DELPNUTT,Delphinium nuttallianum,2,6.5,13,60.5
3514,2011,Frissel,RP1,8/3/2011,3,Vera,1,FLW,DELPNUTT,Delphinium nuttallianum,4,3.3,13.2,3
766,2011,Cone,CNM,7/15/2011,0.5,Andy,8,FLW,DELPNUTT,Delphinium nuttallianum,12,1.1,13.2,13.2
2585,2012,Frissel,M2,7/17/2014,2,Andy,3,FLW,DELPNUTT,Delphinium nuttallianum,4.3,3.2,13.76,3
522,2011,Cone,CNE,7/28/2011,2,Tiffany,3,FLW,DELPNUTT,Delphinium nuttallianum,14,1,14,14
1088,2011,Cone,CNT,7/15/2011,0.5,"Andy, Tim, Alina",2,FLW,DELPNUTT,Delphinium nuttallianum,4,3.5,14,14
1298,2012,Carpenter,CPM,7/2/2014,1,Carolyn,7,FLW,DELPNUTT,Delphinium nuttallianum,7,2,14,9
1808,2012,Lookout,LM,7/9/2014,1,Carolyn,7,FLW,DELPNUTT,Delphinium nuttallianum,7,2,14,22
335,2013,Carpenter,CPM,7/8/2013,2,Noelle,4,FLW,DELPNUTT,Delphinium nuttallianum,14,1,14,1
368,2013,Carpenter,CPM,7/8/2013,2,Scott,8,FLW,DELPNUTT,Delphinium nuttallianum,4,3.5,14,566.5
2177,2013,Frissel,M2,7/17/2013,3,Scott,7,FLW,DELPNUTT,Delphinium nuttallianum,7,2,14,6
731,2014,Carpenter,CPM,7/10/2014,2,DY,7,FLW,DELPNUTT,Delphinium nuttallianum,7,2,14,7
747,2014,Lookout,LM,7/1/2014,1,KH + LB,8,FLW,DELPNUTT,Delphinium nuttallianum,5,2.8,14,131
1135,2011,Cone,CNT,7/22/2011,1,Alina,2,FLW,DELPNUTT,Delphinium nuttallianum,3,4.7,14.1,14.1
1392,2011,Carpenter,CPB,7/22/2011,2,Sam,3,FLW,DELPNUTT,Delphinium nuttallianum,11,1.3,14.3,14.3
1823,2011,Carpenter,CPM,8/9/2011,4,Andy,10,FLW,DELPNUTT,Delphinium nuttallianum,11,1.3,14.3,14.3
742,2014,Carpenter,CPR,7/4/2014,1,RM,8,FLW,DELPNUTT,Delphinium nuttallianum,8,1.8,14.4,95.2
1178,2011,Cone,CNT,7/28/2011,2,Alina,1,FLW,DELPNUTT,Delphinium nuttallianum,6,2.5,15,15
1433,2011,Carpenter,CPB,8/2/2011,3,Sam,1,FLW,DELPNUTT,Delphinium nuttallianum,15,1,15,15
2322,2011,Lookout,LM,7/27/2011,2,Alina,1,FLW,DELPNUTT,Delphinium nuttallianum,3,5,15,1
960,2012,Cone,CNT,7/24/2014,2,Vera,2,FLW,DELPNUTT,Delphinium nuttallianum,5,3,15,1
23,2013,Carpenter,CPB,6/28/2013,1,Fabian,7,FLW,DELPNUTT,Delphinium nuttallianum,15,1,15,4
743,2014,Lookout,LM,7/1/2014,1,RM,1,FLW,DELPNUTT,Delphinium nuttallianum,6,2.5,15,27
1117,2011,Cone,CNT,7/15/2011,0.5,"Andy, Tim, Alina",6,FLW,DELPNUTT,Delphinium nuttallianum,8,2,16,16
1526,2011,Carpenter,CPB,8/9/2011,4,Tiffany,7,FLW,DELPNUTT,Delphinium nuttallianum,8,2,16,16
2289,2011,Lookout,LM,7/19/2011,1,Tim,6,FLW,DELPNUTT,Delphinium nuttallianum,10,1.6,16,293.15
1067,2012,Carpenter,CPB,7/7/2014,1,Vera,1,FLW,DELPNUTT,Delphinium nuttallianum,8,2,16,72
1323,2012,Carpenter,CPM,7/12/2014,2,Vera,3,FLW,DELPNUTT,Delphinium nuttallianum,4,4,16,105
1424,2012,Carpenter,CPM,8/1/2014,3,Vera,8,FLW,DELPNUTT,Delphinium nuttallianum,4,4,16,159
1922,2011,Carpenter,CPR,7/13/2011,1,"Moldenke (3, 5, 7, 10)",7,FLW,DELPNUTT,Delphinium nuttallianum,9,1.8,16.2,16.2
777,2011,Cone,CNM,7/15/2011,0.5,Andy,10,FLW,DELPNUTT,Delphinium nuttallianum,15,1.1,16.5,16.5
1652,2011,Carpenter,CPM,7/22/2011,2,Vera,5,FLW,DELPNUTT,Delphinium nuttallianum,11,1.5,16.5,16.5
992,2012,Cone,CNT,7/24/2014,2,Vera,10,FLW,DELPNUTT,Delphinium nuttallianum,7,2.4,16.8,876
472,2011,Cone,CNE,7/22/2011,1,Sam,2,FLW,DELPNUTT,Delphinium nuttallianum,10,1.7,17,17
284,2013,Carpenter,CPM,7/1/2013,1,Noelle,8,FLW,DELPNUTT,Delphinium nuttallianum,17,1,17,306
762,2014,Frissel,M2,7/17/2014,2,DY,10,FLW,DELPNUTT,Delphinium nuttallianum,8,2.2,17.6,50
748,2011,Cone,CNM,7/15/2011,0.5,Andy,5,FLW,DELPNUTT,Delphinium nuttallianum,18,1,18,18
